word_id,layer0_id,weight
44,5,0.029268332
44,6,0.046575606
44,7,0.025718123
44,8,-0.047435142
44,9,0.013177395
44,10,-0.03659513
44,11,0.010710917
44,12,-0.021371875
44,13,-0.02015093
44,14,0.032183938
44,15,0.04358825
45,0,-0.011511706
45,1,0.0326994
45,2,0.04059957
45,3,0.014122866
45,4,-0.06329338
45,5,-0.059599325
45,6,-0.049207248
45,7,-0.049185738
45,8,-0.057269923
45,9,-0.007026229
45,10,0.046389185
45,11,-0.047402434
45,12,0.015494652
45,13,0.008057304
45,14,0.008858107
45,15,0.025712967
46,0,0.05100596
46,1,-0.00013484061
46,2,-0.02756792
46,3,-0.048947126
46,4,-0.060641415
46,5,-0.045185547
46,6,0.047656633
46,7,0.0019566417
46,8,-0.06330662
46,9,-0.013768174
46,10,0.009662166
46,11,-0.0523652
46,12,-0.009675406
46,13,-0.0015230477
46,14,0.0177529
46,15,0.001917392
47,0,0.055282764
47,1,-0.00089078397
47,2,-0.04002455
47,3,-0.05174917
47,4,-0.05218565
47,5,0.045304693
47,6,-0.011284336
47,7,-0.02516587
47,8,0.03060551
47,9,-0.02845918
47,10,0.05434663
47,11,-0.015764195
47,12,0.027810507
47,13,0.027819954
47,14,-0.009630423
47,15,0.056671828
48,0,-0.03992848
48,1,0.022814587
48,2,-0.0044141784
48,3,-0.04945312
48,4,-0.025835872
48,5,0.009842619
48,6,-0.010930996
48,7,-0.046119
48,8,-0.01946212
48,9,-0.06238675
48,10,-0.051068798
48,11,0.011139296
48,12,0.034968875
48,13,0.018806696
48,14,-0.0049453825
48,15,-0.060485847
49,0,0.018947199
49,1,0.023951627
49,2,-0.03669046
49,3,0.045253053
49,4,-0.027557962
49,5,0.04142902
49,6,-0.0010193512
49,7,0.017784014
49,8,0.014524929
49,9,0.038564205
49,10,-0.030189328
49,11,0.013811499
49,12,-0.0019378923
49,13,0.003513977
49,14,-0.051631574
49,15,-0.0031219088
50,0,-0.05804055
50,1,-0.0005924478
50,2,-0.019380808
50,3,-0.060323223
50,4,0.008407943
50,5,-0.030730363
50,6,0.042067736
50,7,0.057493605
50,8,0.021716915
50,9,-0.022505201
50,10,-0.052420612
50,11,-0.028362695
50,12,-0.05938047
50,13,0.055587627
50,14,-0.02056731
50,15,0.04818975
51,0,-0.022122651
51,1,0.0006926134
51,2,0.024580725
51,3,-0.030301936
51,4,-0.03464223
51,5,-0.057448424
51,6,0.02629657
51,7,-0.017140571
51,8,-0.050898597
51,9,-0.033202585
51,10,-0.025485598
51,11,0.046329327
51,12,0.05131582
51,13,-0.054356217
51,14,0.037288077
51,15,-0.036490403
52,0,0.050266847
52,1,-0.017511908
52,2,-0.037049863
52,3,-0.043847926
52,4,-0.061770093
52,5,-0.0616778
52,6,-0.016022172
52,7,-0.002729524
52,8,0.04229091
52,9,0.025261328
52,10,0.0313109
52,11,-0.0489646
52,12,-0.05845155
52,13,0.05226402
52,14,-0.034553155
52,15,-0.031004354
53,0,0.010181449
53,1,-0.049803868
53,2,-0.04957242
53,3,0.06095954
53,4,0.033990562
53,5,-0.011570908
53,6,0.06149643
53,7,0.02905064
53,8,0.05907233
53,9,-0.022898264
53,10,0.048079334
53,11,0.01122392
53,12,-0.06051681
53,13,0.03443797
53,14,-0.02363468
53,15,0.053194724
54,0,-0.026357513
54,1,0.03869386
54,2,0.014932245
54,3,0.015979841
54,4,0.009845607
54,5,0.06403778
54,6,-0.0093987435
54,7,0.025730498
54,8,-0.018671855
54,9,-0.016278964
54,10,-0.020915542
54,11,-0.038911626
54,12,0.021424547
54,13,-0.04878191
54,14,0.055556066
54,15,-0.05051888
55,0,0.016055219
55,1,-0.040350094
55,2,-0.0067167506
55,3,-0.055343278
55,4,0.041778296
55,5,-0.054458473
55,6,-0.02508545
55,7,-0.008927591
55,8,-0.049443714
55,9,0.022870108
55,10,0.03223739
55,11,-0.027411722
55,12,-0.05252489
55,13,0.05366595
55,14,0.030855246
55,15,-0.04254975
56,0,0.020027362
56,1,0.00012555718
56,2,0.010834508
56,3,0.024045505
56,4,0.014085628
56,5,0.012640156
56,6,0.029718362
56,7,-0.04865931
56,8,-0.026369281
56,9,0.0380956
56,10,0.043163367
56,11,-0.011005525
56,12,-0.044433378
56,13,0.04593505
56,14,-0.055138677
56,15,-0.012352262
57,0,0.03331676
57,1,0.056589954
57,2,0.013474129
57,3,-0.02161463
57,4,0.014595047
57,5,0.01734861
57,6,-0.040838826
57,7,0.014741793
57,8,-0.063619815
57,9,-0.03464097
57,10,0.02657009
57,11,0.06384731
57,12,0.03180875
57,13,0.011462621
57,14,-0.009487238
57,15,0.053340517
58,0,-0.05196451
58,1,-0.04780295
58,2,0.0055500567
58,3,-0.06429499
58,4,0.019921646
58,5,-0.0010275468
58,6,0.02669163
58,7,0.000888519
58,8,0.03027992
58,9,-0.029754013
58,10,0.034740232
58,11,0.019307442
58,12,0.029303238
58,13,-0.04388728
58,14,0.0057724193
58,15,0.032932185
59,0,-0.022137716
59,1,-0.019645672
59,2,-0.0042082295
59,3,0.017421618
59,4,0.0413867
59,5,-0.018978968
59,6,0.0488581
59,7,-0.05557204
59,8,-0.012106866
59,9,-0.048546962
59,10,-0.059945412
59,11,0.046910957
59,12,-0.0069682375
59,13,-0.0020533092
59,14,0.03462328
59,15,-0.05904209
60,0,0.061517186
60,1,-0.062826894
60,2,0.035742283
60,3,-0.011356074
60,4,-0.0126895085
60,5,-0.034453508
60,6,-0.025749296
60,7,0.02368167
60,8,-0.035535395
60,9,0.052486263
60,10,0.0534596
60,11,-0.039212976
60,12,-0.04906259
60,13,0.021319218
60,14,-0.00085189193
60,15,-0.044950094
61,0,0.029839255
61,1,-0.043772288
61,2,-0.011818223
61,3,-0.01297364
61,4,0.014028601
61,5,-0.053719435
61,6,-0.041942127
61,7,0.015738852
61,8,0.031607494
61,9,0.05778739
61,10,-0.0097558275
61,11,0.05956956
61,12,-0.05492935
61,13,-0.022134002
61,14,-0.060206637
61,15,-0.023650188
62,0,0.014804125
62,1,0.064156346
62,2,0.038873732
62,3,-0.052441645
62,4,0.014372818
62,5,-0.03176231
62,6,0.060497858
62,7,-0.027803034
62,8,-0.024494871
62,9,-0.05960778
62,10,-0.032193866
62,11,-0.014358837
62,12,-0.057855666
62,13,0.058092363
62,14,0.05929786
62,15,-0.06134592
63,0,-0.059754647
63,1,0.05224254
63,2,-0.024838671
63,3,-0.041716818
63,4,0.05714172
63,5,-0.012906767
63,6,0.0008677095
63,7,0.039759874
63,8,-0.014209099
63,9,0.035631984
63,10,0.031199962
63,11,-0.0015676096
63,12,-0.029171892
63,13,-0.014404789
63,14,0.033207938
63,15,0.03810242
64,0,0.020040095
64,1,-0.0025557913
64,2,0.021230377
64,3,0.02843465
64,4,-0.054131657
64,5,-0.018123347
64,6,-0.027562656
64,7,-0.01732966
64,8,0.008769967
64,9,-0.04294413
64,10,0.05510261
64,11,-0.028076552
64,12,-0.04561437
64,13,0.017941117
64,14,0.013243586
64,15,0.037930198
65,0,-0.056960933
65,1,0.04869803
65,2,0.062833436
65,3,0.015453108
65,4,0.0398433
65,5,0.00081567466
65,6,-0.011213273
65,7,0.052967235
65,8,0.022768058
65,9,-0.027329426
65,10,0.0071921498
65,11,-0.00840782
65,12,-0.043880515
65,13,-0.030830666
65,14,0.02649074
65,15,0.02681581
66,0,0.026722454
66,1,0.024333552
66,2,-0.040615432
66,3,0.05864559
66,4,0.024169058
66,5,-0.011675604
66,6,0.021417655
66,7,0.0023007616
66,8,-0.024771258
66,9,-0.04920372
66,10,-0.0035603829
66,11,-0.030148577
66,12,-0.009012725
66,13,0.013935335
66,14,0.03467396
66,15,0.059985057
67,0,0.014712147
67,1,-0.004878305
67,2,0.032314725
67,3,-0.059177253
67,4,-0.016342022
67,5,-0.008749165
67,6,-0.06350661
67,7,-0.034045808
67,8,-0.0482411
67,9,-0.036379833
67,10,-0.011091121
67,11,0.045412026
67,12,0.0584077
67,13,0.04225736
67,14,0.014459729
67,15,0.0063284114
68,0,0.012340188
68,1,0.031150013
68,2,0.015036017
68,3,0.013716713
68,4,0.0052755997
68,5,-0.013174929
68,6,-0.035682157
68,7,-0.012274798
68,8,0.05950804
68,9,0.036743023
68,10,-0.061983854
68,11,0.057601705
68,12,-0.0187856
68,13,0.057119742
68,14,0.04836657
68,15,0.051799677
69,0,0.007851012
69,1,-0.039863124
69,2,0.058528565
69,3,0.054260902
69,4,-0.036704607
69,5,0.02504418
69,6,-0.051005684
69,7,0.0001681447
69,8,0.045014672
69,9,0.05199101
69,10,0.022426449
69,11,-0.038033683
69,12,-0.0050812513
69,13,-0.045538936
69,14,-0.030731022
69,15,0.028352506
70,0,-0.021024361
70,1,0.04956059
70,2,-0.03878598
70,3,-0.024656147
70,4,-0.012561586
70,5,0.040780142
70,6,0.020457402
70,7,-0.021385144
70,8,0.062824465
70,9,0.050200656
70,10,-0.033663888
70,11,0.03635481
70,12,-0.049005564
70,13,0.0431676
70,14,0.017777137
70,15,-0.0026509427
71,0,-0.025947757
71,1,-0.003987275
71,2,0.0002848357
71,3,0.05764407
71,4,-0.02348201
71,5,0.034478962
71,6,-0.00024979562
71,7,0.039658755
71,8,-0.014613148
71,9,-0.039103925
71,10,0.006111309
71,11,-0.008651927
71,12,-0.0033908375
71,13,0.034097187
71,14,0.05703689
71,15,-0.021600008
72,0,-0.02322362
72,1,-0.0074007884
72,2,0.0013506189
72,3,0.026882268
72,4,0.06321224
72,5,0.024909921
72,6,-0.027107306
72,7,0.055451848
72,8,-0.027821567
72,9,-0.019880004
72,10,0.04283043
72,11,0.057159014
72,12,0.019542478
72,13,0.0065401047
72,14,-0.033101894
72,15,0.061546914
73,0,-0.007574782
73,1,0.009787343
73,2,0.011910379
73,3,0.046447746
73,4,-0.010813858
73,5,0.040186115
73,6,-0.031630874
73,7,0.05318366
73,8,0.022406876
73,9,0.0017540157
73,10,-0.016364083
73,11,0.060718782
73,12,0.011524744
73,13,-0.011079062
73,14,0.057695694
73,15,-0.021036804
74,0,0.03743811
74,1,0.04366298
74,2,-0.039947562
74,3,-0.049318526
74,4,-0.02362118
74,5,0.049503654
74,6,-0.015961539
74,7,-0.05752136
74,8,-0.028689433
74,9,-0.051094204
74,10,0.053405628
74,11,-0.06363964
74,12,0.06301717
74,13,-0.0042012334
74,14,-0.04817509
74,15,-0.05275588
75,0,0.052860484
75,1,0.03522455
75,2,-0.032066558
75,3,-0.029260982
75,4,0.04777509
75,5,0.02103553
75,6,0.0011068955
75,7,0.004090205
75,8,-0.026648104
75,9,0.050284915
75,10,-0.016809952
75,11,0.011949949
75,12,-0.06361808
75,13,-0.04245679
75,14,0.023049198
75,15,-0.026210383
76,0,0.05841595
76,1,-0.052576594
76,2,-0.021777347
76,3,-0.015018512
76,4,0.012052171
76,5,-0.00901274
76,6,-0.053349353
76,7,0.0030589178
76,8,-0.01512089
76,9,0.0024404973
76,10,-0.0067614876
76,11,-0.01684964
76,12,-0.02046737
76,13,-0.029296685
76,14,-0.022419471
76,15,0.052153155
77,0,-0.01811491
77,1,-0.032651253
77,2,0.039349183
77,3,0.031654254
77,4,0.017768994
77,5,-0.023753073
77,6,0.031087123
77,7,0.0047498792
77,8,-0.0092092715
77,9,0.03699322
77,10,0.0530186
77,11,0.05175861
77,12,0.056698866
77,13,-0.05596188
77,14,0.04282064
77,15,0.05616475
78,0,-0.004248932
78,1,-0.057397507
78,2,0.04716359
78,3,-0.0174761
78,4,-0.036027655
78,5,-0.057991885
78,6,0.008919448
78,7,0.034955636
78,8,-0.042598292
78,9,0.0362876
78,10,-0.040125515
78,11,0.033194117
78,12,-0.008712161
78,13,0.0035863146
78,14,-0.026489269
78,15,0.014780544
79,0,0.044543423
79,1,-0.042034995
79,2,-0.028434556
79,3,-0.02412628
79,4,-0.017966919
79,5,0.017876327
79,6,-0.027047489
79,7,0.017957792
79,8,0.03036312
79,9,-0.017763238
79,10,0.008712664
79,11,0.047530554
79,12,0.024322122
79,13,0.009776019
79,14,-0.04845198
79,15,-0.045027755
80,0,0.0007490739
80,1,-0.035064474
80,2,0.06416815
80,3,0.03741853
80,4,-0.043131456
80,5,0.035897143
80,6,0.02384296
80,7,0.045747206
80,8,0.04557579
80,9,-0.045896005
80,10,-0.015242767
80,11,-0.013809718
80,12,-0.03889294
80,13,0.060657777
80,14,-0.06432849
80,15,-0.060235344
81,0,-0.0009377152
81,1,0.043866493
81,2,0.02647017
81,3,-0.01304156
81,4,0.057542384
81,5,0.025364563
81,6,0.026195027
81,7,-0.04239544
81,8,-0.036915082
81,9,-0.02104653
81,10,0.014281727
81,11,0.049995013
81,12,0.01830966
81,13,-0.044581857
81,14,-0.0070640184
81,15,0.00058876723
82,0,-0.008875459
82,1,-0.0013640225
82,2,0.014042705
82,3,0.0014373884
82,4,-0.023605943
82,5,0.019311339
82,6,-0.001268059
