paperA_id,paperB_id,weight
24,24,0.12500000000000003
24,201,0.12500000000000003
24,598,0.06063390625908325
24,1636,0.14433756729740646
24,1701,0.040824829046386304
24,2139,0.15811388300841897
24,2141,0.15811388300841897
25,25,0.19999999999999998
25,1301,0.16903085094570333
25,1344,0.18257418583505536
25,2011,0.22360679774997896
25,2317,0.22360679774997896
26,26,0.16666666666666666
26,99,0.1543033499620919
26,122,0.18257418583505536
26,123,0.18257418583505536
26,2454,0.2041241452319315
26,2455,0.18257418583505536
27,27,0.19999999999999998
27,606,0.16903085094570333
27,1810,0.06666666666666667
27,2360,0.19999999999999998
27,2578,0.2581988897471611
28,28,0.5000000000000001
28,1687,0.31622776601683794
29,29,0.3333333333333333
29,963,0.12909944487358055
29,2645,0.2581988897471611
30,30,0.14285714285714288
30,697,0.2182178902359924
30,738,0.1543033499620919
30,1358,0.02907419023147902
30,1416,0.08671099695241201
30,2162,0.1543033499620919
30,2343,0.2182178902359924
31,31,0.5000000000000001
31,1594,0.5000000000000001
32,32,0.19999999999999998
32,279,0.12403473458920845
32,518,0.19999999999999998
32,1850,0.19999999999999998
32,1973,0.11180339887498948
33,33,0.1
33,286,0.15811388300841897
33,588,0.1414213562373095
33,698,0.12909944487358058
33,911,0.12909944487358058
33,1051,0.11952286093343938
33,2040,0.1414213562373095
33,2119,0.18257418583505536
33,2120,0.12909944487358058
33,2121,0.15811388300841897
34,34,0.5000000000000001
34,1358,0.054392829322042126
35,35,0.25
35,895,0.2041241452319315
35,1296,0.16666666666666666
35,1913,0.22360679774997896
36,36,0.1111111111111111
36,1146,0.14907119849998596
36,1505,0.0890870806374748
36,1552,0.13608276348795434
36,1640,0.16666666666666666
36,1781,0.13608276348795434
36,2094,0.12598815766974242
36,2106,0.19245008972987523
36,2107,0.14907119849998596
37,37,0.25
37,60,0.25
37,1190,0.25
37,2427,0.25
38,38,0.19999999999999998
38,429,0.10846522890932808
38,862,0.2581988897471611
38,863,0.18257418583505536
38,1160,0.16903085094570333
39,22,0.14433756729740646
39,39,0.12500000000000003
39,1349,0.15811388300841897
39,1522,0.1767766952966369
39,1532,0.2041241452319315
39,1634,0.1336306209562122
39,1965,0.2041241452319315
39,2357,0.14433756729740646
40,40,0.25
40,507,0.11470786693528089
40,866,0.28867513459481287
40,1364,0.3535533905932738
41,41,0.19999999999999998
41,175,0.15811388300841897
41,596,0.16903085094570333
41,644,0.16903085094570333
41,1914,0.07905694150420949
42,42,0.3333333333333333
42,87,0.28867513459481287
42,1372,0.3333333333333333
43,43,0.14285714285714288
43,152,0.16903085094570333
43,963,0.08451542547285167
43,1530,0.1543033499620919
43,1653,0.1543033499620919
43,2399,0.1543033499620919
43,2400,0.2182178902359924
44,44,0.25
44,1582,0.3535533905932738
44,2624,0.28867513459481287
44,2701,0.28867513459481287
45,45,0.14285714285714288
45,733,0.06900655593423542
45,1219,0.18898223650461363
45,1986,0.046524210519923545
45,2303,0.18898223650461363
45,2667,0.14285714285714288
45,2668,0.1543033499620919
46,46,0.3333333333333333
46,1604,0.2581988897471611
46,2366,0.28867513459481287
47,47,0.3333333333333333
47,163,0.408248290463863
47,1579,0.23570226039551584
48,48,0.1
48,598,0.05423261445466405
48,714,0.15811388300841897
48,1031,0.15811388300841897
48,1662,0.1414213562373095
48,1666,0.11952286093343938
48,2041,0.1414213562373095
48,2205,0.15811388300841897
48,2206,0.15811388300841897
48,2471,0.18257418583505536
49,49,0.3333333333333333
49,1666,0.2182178902359924
49,2034,0.09016696346674323
50,50,0.5000000000000001
50,1441,0.14433756729740646
51,51,0.14285714285714288
51,457,0.16903085094570333
51,710,0.16903085094570333
51,1392,0.18898223650461363
51,2213,0.18898223650461363
51,2214,0.18898223650461363
51,2215,0.16903085094570333
52,52,0.16666666666666666
52,1139,0.18257418583505536
52,1467,0.23570226039551584
52,2053,0.23570226039551584
52,2172,0.16666666666666666
52,2182,0.09128709291752768
53,53,0.25
53,1103,0.11785113019775792
53,1358,0.038461538461538464
53,1739,0.15811388300841897
54,54,0.3333333333333333
54,401,0.2182178902359924
54,767,0.2581988897471611
55,55,0.07692307692307693
55,60,0.1386750490563073
55,210,0.08362420100070908
55,323,0.11322770341445958
55,651,0.09805806756909202
55,771,0.12403473458920845
55,787,0.1386750490563073
55,815,0.10482848367219184
55,1079,0.12403473458920845
55,1156,0.12403473458920845
55,1983,0.12403473458920845
55,2020,0.16012815380508713
55,2021,0.11322770341445958
56,56,0.19999999999999998
56,412,0.22360679774997896
56,447,0.19999999999999998
56,1616,0.1414213562373095
56,1849,0.15811388300841897
57,57,0.5000000000000001
57,2418,0.2672612419124244
58,58,0.5000000000000001
58,1715,0.3535533905932738
59,59,0.09090909090909091
59,105,0.13483997249264842
59,580,0.10050378152592121
59,609,0.10050378152592121
59,615,0.17407765595569782
59,1067,0.10660035817780522
59,1287,0.13483997249264842
59,1358,0.023193180352135665
59,1627,0.13483997249264842
59,1725,0.07312724241271307
59,2651,0.15075567228888181
60,37,0.25
60,55,0.1386750490563073
60,60,0.25
60,1527,0.16666666666666666
61,61,0.16666666666666666
61,1080,0.14433756729740646
61,1309,0.09901475429766743
61,1416,0.0936585811581694
61,2162,0.16666666666666666
61,2312,0.23570226039551584
62,62,0.5000000000000001
62,485,0.31622776601683794
63,63,0.5000000000000001
63,1322,0.408248290463863
64,64,0.25
64,1209,0.25
64,1737,0.18898223650461363
64,2616,0.28867513459481287
65,65,0.09090909090909091
65,239,0.08058229640253803
65,543,0.17407765595569782
65,619,0.17407765595569782
65,771,0.13483997249264842
65,1156,0.13483997249264842
65,1293,0.15075567228888181
65,1628,0.07106690545187015
65,2021,0.12309149097933274
65,2418,0.11396057645963796
65,2419,0.13483997249264842
66,66,0.5000000000000001
66,2631,0.5000000000000001
67,67,0.25
67,282,0.28867513459481287
67,540,0.2041241452319315
67,2628,0.3535533905932738
68,68,0.25
68,391,0.22360679774997896
68,1358,0.038461538461538464
68,1986,0.06154574548966637
69,69,0.12500000000000003
69,604,0.14433756729740646
69,1013,0.05976143046671968
69,1351,0.10660035817780522
69,1914,0.06250000000000001
69,1920,0.1336306209562122
69,1926,0.12500000000000003
69,2189,0.1336306209562122
70,70,0.3333333333333333
70,441,0.16666666666666666
70,2184,0.3333333333333333
71,71,0.25
71,206,0.28867513459481287
71,1986,0.06154574548966637
71,2691,0.28867513459481287
72,72,0.3333333333333333
72,1103,0.13608276348795434
72,1358,0.04441155916843275
73,73,0.07692307692307693
73,449,0.12403473458920845
73,558,0.11322770341445958
73,797,0.11322770341445958
73,876,0.10482848367219184
73,1035,0.09805806756909202
73,1136,0.12403473458920845
73,1189,0.11322770341445958
73,1214,0.10482848367219184
73,1358,0.021334622931739582
73,1723,0.11322770341445958
73,1745,0.09805806756909202
73,1751,0.12403473458920845
74,74,0.1
74,544,0.10540925533894598
74,586,0.12909944487358058
74,1042,0.06454972243679029
74,1118,0.1414213562373095
74,1416,0.07254762501100118
74,1517,0.18257418583505536
74,2052,0.1414213562373095
74,2155,0.07453559924999299
74,2419,0.1414213562373095
75,75,0.14285714285714288
75,84,0.1543033499620919
75,583,0.16903085094570333
75,2222,0.16903085094570333
75,2223,0.16903085094570333
75,2224,0.12598815766974242
75,2225,0.1543033499620919
76,76,0.25
76,88,0.08219949365267865
76,2018,0.1767766952966369
76,2178,0.1767766952966369
77,77,0.3333333333333333
77,659,0.28867513459481287
77,1803,0.2581988897471611
78,78,0.25
78,1219,0.25
78,1329,0.25
78,1418,0.3535533905932738
79,79,0.3333333333333333
79,603,0.2041241452319315
79,2097,0.2581988897471611
80,80,0.25
80,257,0.22360679774997896
80,1117,0.22360679774997896
80,2049,0.28867513459481287
81,81,0.19999999999999998
81,347,0.19999999999999998
81,423,0.18257418583505536
81,527,0.2581988897471611
81,2180,0.18257418583505536
82,82,0.3333333333333333
82,1138,0.28867513459481287
82,1634,0.2182178902359924
83,83,0.3333333333333333
83,1520,0.2581988897471611
83,2581,0.3333333333333333
84,75,0.1543033499620919
84,84,0.16666666666666666
84,284,0.14433756729740646
84,2223,0.18257418583505536
84,2224,0.13608276348795434
84,2226,0.2041241452319315
85,85,0.25
85,1065,0.1767766952966369
85,2487,0.3535533905932738
85,2488,0.3535533905932738
86,86,0.19999999999999998
86,429,0.10846522890932808
86,1336,0.14907119849998596
86,2034,0.06984302957695782
86,2295,0.18257418583505536
87,42,0.28867513459481287
87,87,0.25
87,842,0.22360679774997896
87,2164,0.25
88,76,0.08219949365267865
88,88,0.02702702702702703
88,130,0.08219949365267865
88,162,0.06711560552140243
88,300,0.08219949365267865
88,415,0.03504998186163908
88,498,0.06213697660012001
88,696,0.07352146220938077
88,737,0.05812381937190964
88,743,0.06213697660012001
88,815,0.06213697660012001
88,841,0.0949157995752499
88,851,0.07352146220938077
88,1174,0.06213697660012001
88,1288,0.0949157995752499
88,1309,0.039872611141445
88,1394,0.08219949365267865
88,1494,0.08219949365267865
88,1527,0.05479966243511909
88,1658,0.0949157995752499
88,1677,0.06711560552140243
88,1713,0.07352146220938077
88,1732,0.06711560552140243
88,1741,0.07352146220938077
88,1847,0.08219949365267865
88,1882,0.06711560552140243
88,1908,0.05812381937190964
88,2010,0.07352146220938077
88,2011,0.08219949365267865
88,2012,0.0949157995752499
88,2013,0.0949157995752499
88,2014,0.0949157995752499
88,2015,0.08219949365267865
88,2016,0.06711560552140243
88,2017,0.06711560552140243
88,2178,0.05812381937190964
88,2394,0.039872611141445
89,89,0.09090909090909091
89,258,0.10660035817780522
89,884,0.17407765595569782
89,1087,0.17407765595569782
89,1094,0.11396057645963796
89,1157,0.13483997249264842
89,1401,0.12309149097933274
89,1530,0.12309149097933274
89,1585,0.15075567228888181
89,1653,0.12309149097933274
89,2463,0.13483997249264842
90,90,0.19999999999999998
90,155,0.15811388300841897
90,156,0.16903085094570333
90,817,0.14907119849998596
90,1358,0.034401045807689073
91,91,0.14285714285714288
91,330,0.18898223650461363
91,1046,0.1543033499620919
91,2001,0.09166984970282113
91,2122,0.11396057645963796
91,2123,0.14285714285714288
91,2380,0.18898223650461363
92,92,0.3333333333333333
92,898,0.2581988897471611
92,1836,0.3333333333333333
93,93,0.19999999999999998
93,550,0.31622776601683794
93,950,0.22360679774997896
93,1495,0.22360679774997896
93,2151,0.22360679774997896
94,94,0.08333333333333333
94,195,0.16666666666666666
94,586,0.11785113019775792
94,675,0.16666666666666666
94,733,0.05270462766947298
94,934,0.16666666666666666
94,1649,0.2041241452319315
94,1966,0.08006407690254357
94,2263,0.14433756729740643
94,2355,0.14433756729740643
94,2357,0.11785113019775792
94,2490,0.16666666666666666
95,95,0.045454545454545456
95,334,0.10660035817780522
95,456,0.0642824346533225
95,693,0.08703882797784893
95,734,0.059131239598908265
95,736,0.0642824346533225
95,861,0.09534625892455924
95,1303,0.08703882797784893
95,1535,0.08058229640253804
95,1580,0.08058229640253804
95,1602,0.0642824346533225
95,1628,0.050251890762960605
95,1838,0.09534625892455924
95,2054,0.06741998624632421
95,2074,0.09534625892455924
95,2181,0.07106690545187014
95,2182,0.04767312946227962
95,2183,0.10660035817780522
95,2197,0.08058229640253804
95,2199,0.0642824346533225
95,2200,0.10660035817780522
95,2201,0.10660035817780522
96,96,0.5000000000000001
96,2217,0.2886751345948129
97,97,0.3333333333333333
97,661,0.14002800840280097
97,1353,0.3333333333333333
98,98,0.5000000000000001
98,1521,0.408248290463863
99,26,0.1543033499620919
99,99,0.14285714285714288
99,122,0.16903085094570333
99,123,0.16903085094570333
99,2454,0.18898223650461363
99,2455,0.16903085094570333
99,2604,0.18898223650461363
100,100,0.3333333333333333
100,1602,0.17407765595569782
100,2056,0.19245008972987523
101,101,0.25
101,281,0.16666666666666666
101,1358,0.038461538461538464
101,1589,0.25
102,102,0.1111111111111111
102,109,0.05802588531856595
102,1251,0.13608276348795434
102,1448,0.13608276348795434
102,1561,0.19245008972987523
102,1623,0.050832856777534886
102,1871,0.14907119849998596
102,1878,0.16666666666666666
102,2256,0.19245008972987523
103,103,0.14285714285714288
103,139,0.12598815766974242
103,306,0.04252432555625623
103,484,0.1336306209562122
103,608,0.1543033499620919
103,1775,0.1543033499620919
103,1790,0.18898223650461363
104,104,0.19999999999999998
104,401,0.16903085094570333
104,864,0.22360679774997896
104,1065,0.15811388300841897
104,2210,0.2581988897471611
105,59,0.13483997249264842
105,105,0.19999999999999998
105,1721,0.14907119849998596
105,2476,0.15811388300841897
105,2651,0.22360679774997896
106,106,0.5000000000000001
106,2461,0.5000000000000001
107,107,0.19999999999999998
107,541,0.16903085094570333
107,971,0.2581988897471611
107,1113,0.2581988897471611
107,1650,0.19999999999999998
108,108,0.25
108,1647,0.22360679774997896
108,2157,0.2041241452319315
108,2209,0.25
109,102,0.05802588531856595
109,109,0.030303030303030307
109,124,0.07106690545187015
109,133,0.055048188256318034
109,153,0.06579516949597691
109,176,0.08703882797784893
109,236,0.050251890762960605
109,289,0.08703882797784893
109,306,0.01958526645373187
109,318,0.0778498944161523
109,426,0.05802588531856595
109,459,0.0778498944161523
109,519,0.048280454958526765
109,563,0.07106690545187015
109,610,0.061545745489666376
109,1045,0.07106690545187015
109,1337,0.0778498944161523
109,1346,0.0778498944161523
109,1624,0.04103049699311091
109,1661,0.0778498944161523
109,1769,0.0778498944161523
109,1772,0.05802588531856595
109,1779,0.06579516949597691
109,1785,0.07106690545187015
109,1787,0.06579516949597691
109,1789,0.07106690545187015
109,1805,0.07106690545187015
109,1998,0.05802588531856595
109,2045,0.030303030303030307
109,2092,0.12309149097933275
109,2093,0.08703882797784893
109,2094,0.06579516949597691
109,2095,0.07106690545187015
110,110,0.16666666666666666
110,567,0.14433756729740646
110,1161,0.2886751345948129
110,1262,0.1543033499620919
110,1599,0.1543033499620919
110,2279,0.2041241452319315
111,111,0.14285714285714288
111,758,0.16903085094570333
111,1169,0.07715167498104596
111,1358,0.02907419023147902
111,1762,0.16903085094570333
111,2492,0.1543033499620919
111,2643,0.2672612419124244
112,112,0.19999999999999998
112,306,0.05031546054266276
112,487,0.12403473458920845
112,1623,0.06819943394704735
112,2080,0.13483997249264842
113,113,0.25
113,540,0.2041241452319315
113,747,0.22360679774997896
113,1884,0.18898223650461363
114,114,0.25
114,610,0.1767766952966369
114,2288,0.25
114,2506,0.3535533905932738
115,115,0.5000000000000001
115,973,0.16666666666666669
116,116,0.3333333333333333
116,1076,0.408248290463863
116,1501,0.2041241452319315
117,117,0.3333333333333333
117,259,0.3333333333333333
117,2537,0.3333333333333333
118,118,0.049999999999999996
118,255,0.09999999999999999
118,388,0.11180339887498948
118,446,0.11180339887498948
118,454,0.06454972243679027
118,554,0.11180339887498948
118,581,0.08451542547285167
118,842,0.09999999999999999
118,1029,0.12909944487358055
118,1343,0.07905694150420949
118,1507,0.08451542547285167
118,1538,0.07453559924999298
118,1616,0.07071067811865475
118,1690,0.12909944487358055
118,1851,0.08451542547285167
118,2010,0.09999999999999999
118,2030,0.11180339887498948
118,2112,0.08451542547285167
118,2165,0.11180339887498948
118,2166,0.12909944487358055
119,119,0.14285714285714288
119,379,0.14285714285714288
119,646,0.2672612419124244
119,1537,0.18898223650461363
119,1549,0.18898223650461363
119,1901,0.14285714285714288
119,1959,0.1543033499620919
120,120,0.16666666666666666
120,483,0.18257418583505536
120,514,0.16666666666666666
120,816,0.14433756729740646
120,1842,0.12309149097933274
120,2405,0.14433756729740646
121,121,0.12500000000000003
121,589,0.15811388300841897
121,802,0.2041241452319315
121,980,0.15811388300841897
121,1158,0.1118033988749895
121,1910,0.2041241452319315
121,2251,0.1767766952966369
121,2252,0.1767766952966369
122,26,0.18257418583505536
122,99,0.16903085094570333
122,122,0.19999999999999998
122,2454,0.22360679774997896
122,2455,0.19999999999999998
123,26,0.18257418583505536
123,99,0.16903085094570333
123,123,0.19999999999999998
123,2455,0.19999999999999998
123,2604,0.22360679774997896
124,109,0.07106690545187015
124,124,0.16666666666666666
124,306,0.04593152121746254
124,1367,0.12309149097933274
124,1622,0.18257418583505536
124,2478,0.2886751345948129
125,125,0.3333333333333333
125,458,0.2182178902359924
125,2363,0.3333333333333333
126,126,0.14285714285714288
126,236,0.1091089451179962
126,306,0.04252432555625623
126,1551,0.2182178902359924
126,1623,0.0576390417704235
126,2045,0.06579516949597691
126,2079,0.18898223650461363
127,127,0.5000000000000001
127,2604,0.3535533905932738
128,128,0.19999999999999998
128,233,0.31622776601683794
128,370,0.18257418583505536
128,392,0.16903085094570333
128,2270,0.16903085094570333
129,129,0.3333333333333333
129,441,0.16666666666666666
129,701,0.2581988897471611
130,88,0.08219949365267865
130,130,0.25
130,1982,0.28867513459481287
130,2017,0.2041241452319315
131,131,0.3333333333333333
131,834,0.2581988897471611
131,2169,0.23570226039551584
132,132,0.16666666666666666
132,379,0.1543033499620919
132,479,0.23570226039551584
132,904,0.14433756729740646
132,1022,0.13608276348795434
132,1959,0.16666666666666666
133,109,0.055048188256318034
133,133,0.1
133,399,0.12909944487358058
133,452,0.1414213562373095
133,1623,0.04822428221704121
133,1670,0.12909944487358058
133,1777,0.12909944487358058
133,1784,0.12909944487358058
133,2045,0.055048188256318034
133,2082,0.18257418583505536
134,134,0.5000000000000001
134,406,0.31622776601683794
135,135,0.25
135,137,0.22360679774997896
135,2095,0.2041241452319315
135,2144,0.18898223650461363
136,136,0.5000000000000001
136,831,0.25000000000000006
137,135,0.22360679774997896
137,137,0.19999999999999998
137,2144,0.16903085094570333
137,2329,0.16903085094570333
137,2504,0.22360679774997896
138,138,0.25
138,236,0.14433756729740643
138,306,0.0562543950463012
138,1776,0.1386750490563073
139,18,0.13608276348795434
139,103,0.12598815766974242
139,139,0.1111111111111111
139,306,0.037502930030867465
139,660,0.19245008972987523
139,910,0.12598815766974242
139,1623,0.050832856777534886
139,1780,0.14907119849998596
139,2045,0.05802588531856595
140,140,0.3333333333333333
140,582,0.2581988897471611
140,623,0.2182178902359924
141,141,0.25
141,740,0.25
141,1002,0.18898223650461363
141,2034,0.07808688094430304
142,142,0.16666666666666666
142,456,0.12309149097933274
142,525,0.10206207261596575
142,1628,0.09622504486493763
142,2049,0.23570226039551584
142,2181,0.13608276348795434
143,143,0.25
143,316,0.15075567228888181
143,598,0.08574929257125442
143,1701,0.057735026918962574
144,144,0.19999999999999998
144,145,0.16903085094570333
144,213,0.19999999999999998
144,1593,0.18257418583505536
144,2192,0.19999999999999998
145,144,0.16903085094570333
145,145,0.14285714285714288
145,213,0.16903085094570333
145,537,0.1543033499620919
145,1165,0.18898223650461363
145,1593,0.1543033499620919
145,2622,0.2672612419124244
146,146,0.16666666666666666
146,897,0.13608276348795434
146,1468,0.2041241452319315
146,1907,0.13608276348795434
146,1927,0.1091089451179962
146,2059,0.1543033499620919
147,147,0.3333333333333333
147,1519,0.2041241452319315
147,1976,0.28867513459481287
148,148,0.16666666666666666
148,378,0.23570226039551584
148,381,0.2041241452319315
148,602,0.23570226039551584
148,714,0.2041241452319315
148,2518,0.14433756729740646
149,149,0.19999999999999998
149,1080,0.15811388300841897
149,1416,0.10259783520851541
149,1655,0.12403473458920845
149,2025,0.12403473458920845
150,150,0.25
150,310,0.11785113019775792
150,914,0.28867513459481287
150,1942,0.25
151,151,0.19999999999999998
151,1986,0.055048188256318034
151,2236,0.19999999999999998
151,2238,0.12909944487358055
151,2335,0.1414213562373095
152,43,0.16903085094570333
152,152,0.19999999999999998
152,884,0.2581988897471611
152,2238,0.12909944487358055
152,2240,0.15811388300841897
153,109,0.06579516949597691
153,153,0.14285714285714288
153,236,0.1091089451179962
153,306,0.04252432555625623
153,459,0.16903085094570333
153,1623,0.0576390417704235
153,2045,0.06579516949597691
154,154,0.07692307692307693
154,326,0.1386750490563073
154,364,0.08006407690254357
154,819,0.11322770341445958
154,1238,0.16012815380508713
154,1339,0.1386750490563073
154,1358,0.021334622931739582
154,1444,0.12403473458920845
154,1568,0.12403473458920845
154,1752,0.1386750490563073
154,1753,0.1386750490563073
154,1754,0.12403473458920845
154,2525,0.16012815380508713
155,90,0.15811388300841897
155,155,0.12500000000000003
155,156,0.1336306209562122
155,817,0.11785113019775792
155,1358,0.027196414661021063
155,1689,0.2041241452319315
155,1736,0.15811388300841897
155,1763,0.14433756729740646
156,90,0.16903085094570333
156,155,0.1336306209562122
156,156,0.14285714285714288
156,817,0.12598815766974242
156,1358,0.02907419023147902
156,1689,0.2182178902359924
156,1763,0.1543033499620919
157,157,0.19999999999999998
157,598,0.07669649888473705
157,1701,0.051639777949432225
157,1870,0.19999999999999998
157,2493,0.19999999999999998
158,14,0.18257418583505536
158,158,0.19999999999999998
158,180,0.13483997249264842
158,1701,0.051639777949432225
158,2034,0.06984302957695782
159,159,0.3333333333333333
159,180,0.17407765595569782
159,2308,0.2581988897471611
160,160,0.12500000000000003
160,277,0.14433756729740646
160,553,0.11785113019775792
160,743,0.1336306209562122
160,745,0.11785113019775792
160,1986,0.04351941398892446
160,2000,0.15811388300841897
160,2009,0.14433756729740646
161,161,0.3333333333333333
161,842,0.2581988897471611
161,2010,0.2581988897471611
162,88,0.06711560552140243
162,162,0.16666666666666666
162,323,0.16666666666666666
162,1174,0.1543033499620919
162,1268,0.2041241452319315
162,1667,0.2041241452319315
163,47,0.408248290463863
163,163,0.5000000000000001
164,164,0.3333333333333333
164,210,0.17407765595569782
164,211,0.23570226039551584
165,165,0.19999999999999998
165,598,0.07669649888473705
165,1473,0.19999999999999998
165,2706,0.19999999999999998
165,2707,0.19999999999999998
166,166,0.3333333333333333
166,271,0.23570226039551584
166,2617,0.408248290463863
167,167,0.19999999999999998
167,168,0.22360679774997896
167,1056,0.2581988897471611
167,2437,0.22360679774997896
167,2482,0.2581988897471611
168,167,0.22360679774997896
168,168,0.25
168,2437,0.25
168,2438,0.28867513459481287
169,169,0.3333333333333333
169,1994,0.3333333333333333
169,2706,0.2581988897471611
170,170,0.3333333333333333
170,1067,0.2041241452319315
170,1358,0.04441155916843275
171,171,0.25
171,775,0.25
171,790,0.2041241452319315
171,1548,0.28867513459481287
172,172,0.16666666666666666
172,240,0.16666666666666666
172,512,0.16666666666666666
172,756,0.11785113019775792
172,1692,0.09128709291752768
172,2187,0.18257418583505536
173,173,0.19999999999999998
173,687,0.11180339887498948
173,1033,0.22360679774997896
173,1358,0.034401045807689073
173,1586,0.22360679774997896
174,174,0.19999999999999998
174,629,0.22360679774997896
174,1358,0.034401045807689073
174,1742,0.11180339887498948
174,2334,0.2581988897471611
175,41,0.15811388300841897
175,175,0.12500000000000003
175,596,0.1336306209562122
175,955,0.1767766952966369
175,1914,0.06250000000000001
175,2135,0.1767766952966369
175,2217,0.14433756729740646
175,2388,0.1336306209562122
176,109,0.08703882797784893
176,176,0.25
176,231,0.15811388300841897
176,973,0.11785113019775792
177,177,0.19999999999999998
177,726,0.22360679774997896
177,1639,0.22360679774997896
177,2679,0.18257418583505536
177,2682,0.2581988897471611
178,178,0.5000000000000001
178,833,0.223606797749979
179,179,0.25
179,197,0.25
179,231,0.15811388300841897
179,1986,0.06154574548966637
180,158,0.13483997249264842
180,159,0.17407765595569782
180,180,0.09090909090909091
180,775,0.15075567228888181
180,790,0.12309149097933274
180,791,0.15075567228888181
180,1020,0.12309149097933274
180,1807,0.12309149097933274
180,2004,0.13483997249264842
180,2037,0.17407765595569782
180,2076,0.12309149097933274
181,181,0.19999999999999998
181,1013,0.07559289460184544
181,1359,0.18257418583505536
181,1464,0.1414213562373095
181,1683,0.19999999999999998
182,182,0.3333333333333333
182,183,0.28867513459481287
182,997,0.28867513459481287
183,182,0.28867513459481287
183,183,0.25
183,997,0.25
183,1837,0.22360679774997896
184,184,0.5000000000000001
184,520,0.5000000000000001
185,185,0.3333333333333333
185,297,0.23570226039551584
185,2003,0.23570226039551584
186,186,0.14285714285714288
186,1228,0.18898223650461363
186,1319,0.2182178902359924
186,1536,0.16903085094570333
186,1672,0.2672612419124244
186,2580,0.16903085094570333
186,2702,0.2182178902359924
187,187,0.5000000000000001
187,1208,0.5000000000000001
188,188,0.3333333333333333
188,1169,0.11785113019775792
188,1727,0.28867513459481287
189,189,0.19999999999999998
189,564,0.22360679774997896
189,1072,0.08032193289024989
189,1262,0.16903085094570333
189,1509,0.2581988897471611
190,190,0.3333333333333333
190,491,0.408248290463863
190,2135,0.28867513459481287
191,191,0.14285714285714288
191,382,0.18898223650461363
191,608,0.1543033499620919
191,1677,0.1543033499620919
191,1791,0.16903085094570333
191,1998,0.12598815766974242
191,2385,0.1336306209562122
192,192,0.5000000000000001
192,2472,0.2672612419124244
193,193,0.3333333333333333
193,441,0.16666666666666666
193,458,0.2182178902359924
194,194,0.16666666666666666
194,473,0.18257418583505536
194,1050,0.12309149097933274
194,1451,0.23570226039551584
194,2564,0.16666666666666666
194,2646,0.2886751345948129
195,94,0.16666666666666666
195,195,0.3333333333333333
195,2424,0.3333333333333333
196,196,0.25
196,429,0.12126781251816648
196,442,0.16666666666666666
196,2122,0.15075567228888181
197,179,0.25
197,197,0.25
197,231,0.15811388300841897
197,2412,0.25
198,198,0.5000000000000001
198,1255,0.408248290463863
199,199,0.3333333333333333
