paper_id,word_id,weight
11,274,0.03846154
11,132,0.03846154
11,130,0.03846154
11,121,0.03846154
11,19,0.03846154
11,2,0.03846154
12,1216,0.25
12,1175,0.25
12,1005,0.25
12,51,0.25
13,1292,0.04761905
13,1262,0.04761905
13,1177,0.04761905
13,1105,0.04761905
13,1096,0.04761905
13,808,0.04761905
13,701,0.04761905
13,698,0.04761905
13,654,0.04761905
13,615,0.04761905
13,507,0.04761905
13,422,0.04761905
13,395,0.04761905
13,292,0.04761905
13,284,0.04761905
13,176,0.04761905
13,155,0.04761905
13,128,0.04761905
13,126,0.04761905
13,107,0.04761905
13,57,0.04761905
14,1319,0.041666668
14,1317,0.041666668
14,1283,0.041666668
14,1209,0.041666668
14,1186,0.041666668
14,1177,0.041666668
14,1075,0.041666668
14,1071,0.041666668
14,981,0.041666668
14,931,0.041666668
14,866,0.041666668
14,668,0.041666668
14,627,0.041666668
14,540,0.041666668
14,483,0.041666668
14,442,0.041666668
14,411,0.041666668
14,395,0.041666668
14,378,0.041666668
14,377,0.041666668
14,351,0.041666668
14,196,0.041666668
14,80,0.041666668
14,19,0.041666668
15,1363,0.04347826
15,1292,0.04347826
15,1263,0.04347826
15,1198,0.04347826
15,1177,0.04347826
15,1162,0.04347826
15,1118,0.04347826
15,1102,0.04347826
15,1096,0.04347826
15,1061,0.04347826
15,973,0.04347826
15,774,0.04347826
15,718,0.04347826
15,695,0.04347826
15,464,0.04347826
15,383,0.04347826
15,292,0.04347826
15,213,0.04347826
15,153,0.04347826
15,150,0.04347826
15,130,0.04347826
15,121,0.04347826
15,19,0.04347826
16,1423,0.04761905
16,1355,0.04761905
16,1320,0.04761905
16,1301,0.04761905
16,1280,0.04761905
16,1224,0.04761905
16,1219,0.04761905
16,1209,0.04761905
16,1207,0.04761905
16,1175,0.04761905
16,1132,0.04761905
16,1054,0.04761905
16,749,0.04761905
16,534,0.04761905
16,507,0.04761905
16,428,0.04761905
16,368,0.04761905
16,234,0.04761905
16,211,0.04761905
16,140,0.04761905
16,99,0.04761905
17,1432,0.05882353
17,1365,0.05882353
17,1338,0.05882353
17,1311,0.05882353
17,1263,0.05882353
17,1209,0.05882353
17,1019,0.05882353
17,964,0.05882353
17,904,0.05882353
17,900,0.05882353
17,877,0.05882353
17,764,0.05882353
17,722,0.05882353
17,464,0.05882353
17,292,0.05882353
17,97,0.05882353
17,58,0.05882353
18,1263,0.2
18,1071,0.2
18,874,0.2
18,404,0.2
18,187,0.2
19,1362,0.05263158
19,1351,0.05263158
19,1346,0.05263158
19,1274,0.05263158
19,1262,0.05263158
19,1251,0.05263158
19,1177,0.05263158
19,1123,0.05263158
19,1006,0.05263158
19,947,0.05263158
19,856,0.05263158
19,810,0.05263158
19,787,0.05263158
19,723,0.05263158
19,699,0.05263158
19,585,0.05263158
19,323,0.05263158
19,208,0.05263158
19,135,0.05263158
20,1425,0.05263158
20,1422,0.05263158
20,1355,0.05263158
20,1269,0.05263158
20,1262,0.05263158
20,1198,0.05263158
20,1149,0.05263158
20,985,0.05263158
20,945,0.05263158
20,773,0.05263158
20,755,0.05263158
20,752,0.05263158
20,735,0.05263158
20,403,0.05263158
20,395,0.05263158
20,338,0.05263158
20,224,0.05263158
20,59,0.05263158
20,39,0.05263158
21,1397,0.05263158
21,1395,0.05263158
21,1388,0.05263158
21,1353,0.05263158
21,1263,0.05263158
21,1262,0.05263158
21,1177,0.05263158
21,1169,0.05263158
21,1075,0.05263158
21,975,0.05263158
21,947,0.05263158
21,935,0.05263158
21,870,0.05263158
21,831,0.05263158
21,646,0.05263158
21,586,0.05263158
21,412,0.05263158
21,225,0.05263158
21,41,0.05263158
22,1259,0.05
22,1257,0.05
22,1254,0.05
22,1209,0.05
22,1177,0.05
22,1138,0.05
22,1094,0.05
22,812,0.05
22,661,0.05
22,647,0.05
22,523,0.05
22,449,0.05
22,382,0.05
22,338,0.05
22,332,0.05
22,300,0.05
22,103,0.05
22,44,0.05
22,23,0.05
22,12,0.05
23,1209,0.2
23,698,0.2
23,548,0.2
23,353,0.2
23,108,0.2
24,1432,0.041666668
24,1386,0.041666668
24,1353,0.041666668
24,1338,0.041666668
24,1329,0.041666668
24,1249,0.041666668
24,1223,0.041666668
24,1193,0.041666668
24,1177,0.041666668
24,1171,0.041666668
24,904,0.041666668
24,900,0.041666668
24,898,0.041666668
24,877,0.041666668
24,836,0.041666668
24,764,0.041666668
24,755,0.041666668
24,548,0.041666668
24,315,0.041666668
24,264,0.041666668
24,136,0.041666668
24,132,0.041666668
24,85,0.041666668
24,72,0.041666668
25,1423,0.04761905
25,1336,0.04761905
25,1308,0.04761905
25,1303,0.04761905
25,1263,0.04761905
25,1211,0.04761905
25,1131,0.04761905
25,971,0.04761905
25,969,0.04761905
25,778,0.04761905
25,774,0.04761905
25,735,0.04761905
25,700,0.04761905
25,615,0.04761905
25,513,0.04761905
25,398,0.04761905
25,395,0.04761905
25,344,0.04761905
25,125,0.04761905
25,86,0.04761905
25,19,0.04761905
26,1305,0.04347826
26,1257,0.04347826
26,1219,0.04347826
26,1177,0.04347826
26,1155,0.04347826
26,1123,0.04347826
26,882,0.04347826
26,763,0.04347826
26,666,0.04347826
26,612,0.04347826
26,578,0.04347826
26,562,0.04347826
26,497,0.04347826
26,469,0.04347826
26,446,0.04347826
26,353,0.04347826
26,330,0.04347826
26,228,0.04347826
26,213,0.04347826
26,157,0.04347826
26,132,0.04347826
26,76,0.04347826
26,45,0.04347826
27,1352,0.04761905
27,1348,0.04761905
27,1320,0.04761905
27,1263,0.04761905
27,1172,0.04761905
27,1156,0.04761905
27,945,0.04761905
27,774,0.04761905
27,763,0.04761905
27,754,0.04761905
27,698,0.04761905
27,696,0.04761905
27,492,0.04761905
27,381,0.04761905
27,380,0.04761905
27,309,0.04761905
27,143,0.04761905
27,132,0.04761905
27,128,0.04761905
27,103,0.04761905
27,19,0.04761905
28,1424,0.0625
28,1340,0.0625
28,1280,0.0625
28,1267,0.0625
28,1225,0.0625
28,1177,0.0625
28,1171,0.0625
28,1149,0.0625
28,647,0.0625
28,639,0.0625
28,507,0.0625
28,495,0.0625
28,428,0.0625
28,225,0.0625
28,130,0.0625
28,126,0.0625
29,51,0.5
29,19,0.5
30,1386,0.041666668
30,1355,0.041666668
30,1331,0.041666668
30,1296,0.041666668
30,1253,0.041666668
30,1179,0.041666668
30,1170,0.041666668
30,1159,0.041666668
30,1151,0.041666668
30,1076,0.041666668
30,1074,0.041666668
30,969,0.041666668
30,957,0.041666668
30,810,0.041666668
30,774,0.041666668
30,760,0.041666668
30,729,0.041666668
30,592,0.041666668
30,447,0.041666668
30,337,0.041666668
30,109,0.041666668
30,104,0.041666668
30,52,0.041666668
30,19,0.041666668
31,1381,0.04761905
31,1320,0.04761905
31,1309,0.04761905
31,1275,0.04761905
31,1263,0.04761905
31,1177,0.04761905
31,1151,0.04761905
31,1096,0.04761905
31,1075,0.04761905
31,814,0.04761905
31,734,0.04761905
31,696,0.04761905
31,615,0.04761905
31,507,0.04761905
31,502,0.04761905
31,416,0.04761905
31,398,0.04761905
31,203,0.04761905
31,88,0.04761905
31,86,0.04761905
31,3,0.04761905
32,1381,0.05
32,1380,0.05
32,1334,0.05
32,1305,0.05
32,1271,0.05
32,1263,0.05
32,1209,0.05
32,1177,0.05
32,1174,0.05
32,1138,0.05
32,1071,0.05
32,935,0.05
32,912,0.05
32,859,0.05
32,851,0.05
32,814,0.05
32,710,0.05
32,588,0.05
32,541,0.05
32,233,0.05
33,1418,0.04761905
33,1413,0.04761905
33,1345,0.04761905
33,1328,0.04761905
33,1263,0.04761905
33,1233,0.04761905
33,1209,0.04761905
33,1175,0.04761905
33,1073,0.04761905
33,1020,0.04761905
33,845,0.04761905
33,763,0.04761905
33,749,0.04761905
33,723,0.04761905
33,648,0.04761905
33,632,0.04761905
33,540,0.04761905
33,456,0.04761905
33,284,0.04761905
33,82,0.04761905
33,39,0.04761905
34,1198,0.05
34,1177,0.05
34,1131,0.05
34,1043,0.05
34,1011,0.05
34,985,0.05
34,937,0.05
34,820,0.05
34,743,0.05
34,699,0.05
34,619,0.05
34,597,0.05
34,507,0.05
34,495,0.05
34,211,0.05
34,190,0.05
34,132,0.05
34,99,0.05
34,59,0.05
34,56,0.05
35,1383,0.045454547
35,1355,0.045454547
35,1348,0.045454547
35,1263,0.045454547
35,1235,0.045454547
35,1211,0.045454547
35,1205,0.045454547
35,1191,0.045454547
35,1177,0.045454547
35,1174,0.045454547
35,1138,0.045454547
35,1075,0.045454547
35,915,0.045454547
35,880,0.045454547
35,875,0.045454547
35,729,0.045454547
35,583,0.045454547
35,513,0.045454547
35,507,0.045454547
35,335,0.045454547
35,126,0.045454547
35,99,0.045454547
36,1397,0.045454547
36,1386,0.045454547
36,1351,0.045454547
36,1317,0.045454547
36,1290,0.045454547
36,1263,0.045454547
36,1243,0.045454547
36,978,0.045454547
36,735,0.045454547
36,606,0.045454547
36,581,0.045454547
36,510,0.045454547
36,505,0.045454547
36,429,0.045454547
36,331,0.045454547
36,279,0.045454547
36,173,0.045454547
36,131,0.045454547
36,39,0.045454547
36,38,0.045454547
36,35,0.045454547
36,0,0.045454547
37,1418,0.041666668
37,1390,0.041666668
37,1353,0.041666668
37,1352,0.041666668
37,1308,0.041666668
37,1290,0.041666668
37,1263,0.041666668
37,1262,0.041666668
37,1209,0.041666668
37,1177,0.041666668
37,1114,0.041666668
37,1071,0.041666668
37,999,0.041666668
37,994,0.041666668
37,942,0.041666668
37,777,0.041666668
37,763,0.041666668
37,676,0.041666668
37,639,0.041666668
37,593,0.041666668
37,403,0.041666668
37,67,0.041666668
37,52,0.041666668
37,48,0.041666668
38,1384,0.04761905
38,1381,0.04761905
38,1263,0.04761905
38,1209,0.04761905
38,1184,0.04761905
38,1177,0.04761905
38,1156,0.04761905
38,969,0.04761905
38,783,0.04761905
38,756,0.04761905
38,648,0.04761905
38,474,0.04761905
38,456,0.04761905
38,446,0.04761905
38,274,0.04761905
38,226,0.04761905
38,135,0.04761905
38,125,0.04761905
38,104,0.04761905
38,102,0.04761905
38,99,0.04761905
39,1414,0.041666668
39,1412,0.041666668
39,1381,0.041666668
39,1355,0.041666668
39,1323,0.041666668
39,1254,0.041666668
39,1215,0.041666668
39,1171,0.041666668
39,1113,0.041666668
39,1054,0.041666668
39,976,0.041666668
39,971,0.041666668
39,970,0.041666668
39,917,0.041666668
39,821,0.041666668
39,724,0.041666668
39,694,0.041666668
39,648,0.041666668
39,589,0.041666668
39,508,0.041666668
39,434,0.041666668
39,155,0.041666668
39,125,0.041666668
39,44,0.041666668
40,1423,0.04347826
40,1367,0.04347826
40,1356,0.04347826
40,1352,0.04347826
40,1308,0.04347826
40,1263,0.04347826
40,1177,0.04347826
40,1149,0.04347826
40,1002,0.04347826
40,969,0.04347826
40,922,0.04347826
40,755,0.04347826
40,706,0.04347826
40,619,0.04347826
40,514,0.04347826
40,398,0.04347826
40,300,0.04347826
40,258,0.04347826
40,217,0.04347826
40,160,0.04347826
40,130,0.04347826
40,39,0.04347826
40,23,0.04347826
41,1359,0.05263158
41,1332,0.05263158
41,1301,0.05263158
41,1290,0.05263158
41,1263,0.05263158
41,1203,0.05263158
41,1131,0.05263158
41,1076,0.05263158
41,1075,0.05263158
41,895,0.05263158
41,715,0.05263158
41,645,0.05263158
41,633,0.05263158
41,398,0.05263158
41,333,0.05263158
41,283,0.05263158
41,266,0.05263158
41,106,0.05263158
41,25,0.05263158
42,1352,0.04761905
42,1333,0.04761905
42,1295,0.04761905
42,1267,0.04761905
42,1263,0.04761905
42,1132,0.04761905
42,1117,0.04761905
42,1075,0.04761905
42,1005,0.04761905
42,814,0.04761905
42,725,0.04761905
42,702,0.04761905
42,653,0.04761905
42,588,0.04761905
42,455,0.04761905
42,421,0.04761905
42,416,0.04761905
42,372,0.04761905
42,194,0.04761905
42,91,0.04761905
42,83,0.04761905
43,1423,0.0625
43,1417,0.0625
43,1257,0.0625
43,1194,0.0625
43,1179,0.0625
43,1175,0.0625
43,1049,0.0625
43,945,0.0625
43,915,0.0625
43,813,0.0625
43,287,0.0625
43,129,0.0625
43,93,0.0625
43,86,0.0625
43,58,0.0625
43,39,0.0625
44,1392,0.05
44,1301,0.05
44,1299,0.05
44,1249,0.05
44,1177,0.05
44,1171,0.05
44,1143,0.05
44,1075,0.05
44,812,0.05
44,774,0.05
44,724,0.05
44,701,0.05
44,451,0.05
44,417,0.05
44,393,0.05
44,349,0.05
44,128,0.05
44,120,0.05
44,88,0.05
44,19,0.05
45,1381,0.05
45,1352,0.05
45,1320,0.05
45,1236,0.05
45,1209,0.05
45,1159,0.05
45,1131,0.05
45,976,0.05
45,774,0.05
45,756,0.05
45,749,0.05
45,725,0.05
45,703,0.05
45,359,0.05
45,217,0.05
45,162,0.05
45,160,0.05
45,135,0.05
45,52,0.05
45,19,0.05
46,1173,0.2
46,644,0.2
46,507,0.2
46,495,0.2
46,346,0.2
47,1431,0.055555556
47,1339,0.055555556
47,1299,0.055555556
47,1209,0.055555556
47,1177,0.055555556
47,1171,0.055555556
47,1149,0.055555556
47,1144,0.055555556
47,1071,0.055555556
47,985,0.055555556
47,911,0.055555556
47,777,0.055555556
47,758,0.055555556
47,750,0.055555556
47,123,0.055555556
47,118,0.055555556
47,26,0.055555556
47,4,0.055555556
48,1328,0.04347826
48,1301,0.04347826
48,1254,0.04347826
48,1209,0.04347826
48,1208,0.04347826
48,1174,0.04347826
48,1131,0.04347826
48,893,0.04347826
48,783,0.04347826
48,774,0.04347826
48,724,0.04347826
48,711,0.04347826
48,693,0.04347826
48,647,0.04347826
48,575,0.04347826
48,451,0.04347826
48,420,0.04347826
48,351,0.04347826
48,207,0.04347826
48,136,0.04347826
48,130,0.04347826
48,19,0.04347826
48,5,0.04347826
49,1352,0.03846154
49,1263,0.03846154
49,1232,0.03846154
49,1229,0.03846154
49,1205,0.03846154
49,1177,0.03846154
49,1158,0.03846154
49,1144,0.03846154
49,1118,0.03846154
49,1109,0.03846154
49,923,0.03846154
49,912,0.03846154
49,893,0.03846154
49,828,0.03846154
49,666,0.03846154
49,654,0.03846154
49,632,0.03846154
49,540,0.03846154
49,507,0.03846154
49,351,0.03846154
49,287,0.03846154
49,283,0.03846154
49,192,0.03846154
49,131,0.03846154
49,128,0.03846154
49,35,0.03846154
50,1426,0.05882353
50,1384,0.05882353
50,1336,0.05882353
50,1263,0.05882353
50,1203,0.05882353
50,1177,0.05882353
50,1144,0.05882353
50,1131,0.05882353
50,1038,0.05882353
50,837,0.05882353
50,819,0.05882353
50,810,0.05882353
50,702,0.05882353
50,640,0.05882353
50,469,0.05882353
50,331,0.05882353
50,93,0.05882353
51,1319,0.04761905
51,1318,0.04761905
51,1308,0.04761905
51,1274,0.04761905
51,1144,0.04761905
51,1076,0.04761905
51,1071,0.04761905
51,986,0.04761905
51,942,0.04761905
51,851,0.04761905
51,714,0.04761905
51,699,0.04761905
51,677,0.04761905
51,623,0.04761905
51,474,0.04761905
51,469,0.04761905
51,393,0.04761905
51,385,0.04761905
51,192,0.04761905
51,19,0.04761905
51,4,0.04761905
52,1263,0.25
52,860,0.25
52,738,0.25
52,647,0.25
53,1332,0.04347826
53,1320,0.04347826
53,1308,0.04347826
53,1303,0.04347826
53,1268,0.04347826
53,1177,0.04347826
53,1170,0.04347826
53,1151,0.04347826
53,1071,0.04347826
53,985,0.04347826
53,983,0.04347826
53,914,0.04347826
53,889,0.04347826
53,743,0.04347826
53,703,0.04347826
53,548,0.04347826
53,507,0.04347826
53,495,0.04347826
53,402,0.04347826
53,326,0.04347826
53,281,0.04347826
53,126,0.04347826
53,99,0.04347826
54,1381,0.2
54,1328,0.2
54,1263,0.2
54,429,0.2
54,168,0.2
55,1381,0.04761905
55,1353,0.04761905
55,1334,0.04761905
55,1332,0.04761905
55,1320,0.04761905
55,1280,0.04761905
55,1209,0.04761905
55,1198,0.04761905
55,1114,0.04761905
55,1096,0.04761905
55,885,0.04761905
55,754,0.04761905
55,729,0.04761905
55,540,0.04761905
55,539,0.04761905
55,464,0.04761905
55,313,0.04761905
55,277,0.04761905
55,162,0.04761905
55,151,0.04761905
55,135,0.04761905
56,1352,0.0625
56,1301,0.0625
56,1132,0.0625
56,1096,0.0625
56,1081,0.0625
56,1057,0.0625
56,1019,0.0625
56,1005,0.0625
56,783,0.0625
56,725,0.0625
56,573,0.0625
56,509,0.0625
56,507,0.0625
56,425,0.0625
56,424,0.0625
56,47,0.0625
57,1381,0.04
57,1301,0.04
57,1292,0.04
57,1263,0.04
57,1209,0.04
57,1203,0.04
57,1198,0.04
57,1117,0.04
57,937,0.04
57,910,0.04
57,813,0.04
57,807,0.04
57,730,0.04
57,729,0.04
57,726,0.04
57,708,0.04
57,673,0.04
57,610,0.04
57,387,0.04
57,283,0.04
57,173,0.04
57,135,0.04
57,125,0.04
57,124,0.04
57,59,0.04
58,1240,0.2
58,1147,0.2
58,1072,0.2
58,911,0.2
58,331,0.2
59,1422,0.05263158
59,1339,0.05263158
59,1316,0.05263158
59,1251,0.05263158
59,1230,0.05263158
59,1228,0.05263158
59,1178,0.05263158
59,1144,0.05263158
59,1132,0.05263158
59,1049,0.05263158
59,1002,0.05263158
59,928,0.05263158
59,812,0.05263158
59,630,0.05263158
59,495,0.05263158
59,367,0.05263158
59,359,0.05263158
59,179,0.05263158
59,118,0.05263158
60,1353,0.04347826
60,1339,0.04347826
60,1336,0.04347826
60,1328,0.04347826
60,1301,0.04347826
60,1263,0.04347826
60,1209,0.04347826
60,1201,0.04347826
60,1177,0.04347826
60,1143,0.04347826
60,1097,0.04347826
60,1094,0.04347826
60,754,0.04347826
60,619,0.04347826
60,475,0.04347826
60,469,0.04347826
60,457,0.04347826
60,284,0.04347826
60,250,0.04347826
60,179,0.04347826
60,132,0.04347826
60,93,0.04347826
60,62,0.04347826
61,1386,0.05882353
61,1328,0.05882353
61,1305,0.05882353
61,1292,0.05882353
61,1257,0.05882353
61,1138,0.05882353
61,1114,0.05882353
61,1054,0.05882353
61,1036,0.05882353
61,969,0.05882353
61,854,0.05882353
61,827,0.05882353
61,754,0.05882353
61,673,0.05882353
61,507,0.05882353
61,345,0.05882353
61,12,0.05882353
62,1431,0.07692308
62,1424,0.07692308
62,1340,0.07692308
62,1267,0.07692308
62,1181,0.07692308
62,1177,0.07692308
62,1172,0.07692308
62,1048,0.07692308
62,784,0.07692308
62,507,0.07692308
62,261,0.07692308
62,228,0.07692308
62,41,0.07692308
63,1292,0.041666668
63,1273,0.041666668
63,1209,0.041666668
63,1177,0.041666668
63,1144,0.041666668
63,1109,0.041666668
63,1094,0.041666668
63,808,0.041666668
63,806,0.041666668
63,701,0.041666668
63,694,0.041666668
63,610,0.041666668
63,507,0.041666668
63,474,0.041666668
63,456,0.041666668
63,455,0.041666668
63,451,0.041666668
63,292,0.041666668
63,263,0.041666668
63,205,0.041666668
63,135,0.041666668
63,97,0.041666668
63,88,0.041666668
63,27,0.041666668
64,1416,0.04761905
64,1286,0.04761905
64,1267,0.04761905
64,1227,0.04761905
64,1209,0.04761905
64,1177,0.04761905
64,1166,0.04761905
64,1011,0.04761905
64,930,0.04761905
64,911,0.04761905
64,894,0.04761905
64,778,0.04761905
64,740,0.04761905
64,675,0.04761905
64,588,0.04761905
64,457,0.04761905
64,299,0.04761905
64,192,0.04761905
64,167,0.04761905
64,130,0.04761905
64,61,0.04761905
65,1379,0.04
65,1353,0.04
65,1334,0.04
65,1331,0.04
65,1280,0.04
65,1259,0.04
65,1209,0.04
65,1177,0.04
65,1159,0.04
65,1144,0.04
65,1119,0.04
65,1097,0.04
65,1003,0.04
65,942,0.04
65,860,0.04
65,749,0.04
65,703,0.04
65,467,0.04
65,413,0.04
65,330,0.04
65,262,0.04
65,237,0.04
65,135,0.04
65,99,0.04
65,25,0.04
66,1198,0.14285715
66,857,0.14285715
66,648,0.14285715
66,567,0.14285715
66,232,0.14285715
66,99,0.14285715
66,15,0.14285715
67,1392,0.05263158
67,1390,0.05263158
67,1328,0.05263158
67,1299,0.05263158
67,1172,0.05263158
67,785,0.05263158
67,758,0.05263158
67,750,0.05263158
67,723,0.05263158
67,670,0.05263158
67,624,0.05263158
67,605,0.05263158
67,537,0.05263158
67,375,0.05263158
67,234,0.05263158
67,187,0.05263158
67,123,0.05263158
67,94,0.05263158
67,80,0.05263158
68,1336,0.04761905
68,1263,0.04761905
68,1177,0.04761905
68,1073,0.04761905
68,812,0.04761905
68,806,0.04761905
68,756,0.04761905
68,752,0.04761905
68,749,0.04761905
68,715,0.04761905
68,507,0.04761905
68,495,0.04761905
68,474,0.04761905
68,428,0.04761905
68,389,0.04761905
68,247,0.04761905
68,159,0.04761905
68,158,0.04761905
68,128,0.04761905
68,99,0.04761905
68,61,0.04761905
69,1423,0.055555556
69,1333,0.055555556
69,1263,0.055555556
69,1174,0.055555556
69,1138,0.055555556
69,1075,0.055555556
69,1054,0.055555556
69,923,0.055555556
69,729,0.055555556
69,725,0.055555556
69,715,0.055555556
69,588,0.055555556
69,470,0.055555556
69,398,0.055555556
69,359,0.055555556
69,205,0.055555556
69,128,0.055555556
69,126,0.055555556
70,1425,0.05263158
70,1373,0.05263158
70,1353,0.05263158
70,1338,0.05263158
70,1209,0.05263158
70,1177,0.05263158
70,1176,0.05263158
70,1174,0.05263158
70,1131,0.05263158
70,1127,0.05263158
70,1125,0.05263158
70,758,0.05263158
70,702,0.05263158
70,688,0.05263158
70,619,0.05263158
70,379,0.05263158
70,78,0.05263158
70,41,0.05263158
70,4,0.05263158
71,1389,0.041666668
71,1352,0.041666668
71,1330,0.041666668
71,1328,0.041666668
71,1248,0.041666668
71,1198,0.041666668
71,1132,0.041666668
71,1123,0.041666668
71,1075,0.041666668
71,1058,0.041666668
71,1005,0.041666668
71,969,0.041666668
71,937,0.041666668
71,774,0.041666668
71,757,0.041666668
71,591,0.041666668
71,507,0.041666668
71,495,0.041666668
71,321,0.041666668
71,302,0.041666668
71,140,0.041666668
71,99,0.041666668
71,19,0.041666668
71,2,0.041666668
72,1249,0.125
72,1247,0.125
72,1198,0.125
72,999,0.125
72,728,0.125
72,619,0.125
72,225,0.125
72,54,0.125
73,1293,0.055555556
73,1279,0.055555556
73,1237,0.055555556
73,1235,0.055555556
73,1177,0.055555556
73,1112,0.055555556
73,1009,0.055555556
73,988,0.055555556
73,911,0.055555556
73,909,0.055555556
73,786,0.055555556
73,741,0.055555556
73,598,0.055555556
73,548,0.055555556
73,302,0.055555556
73,247,0.055555556
73,140,0.055555556
73,78,0.055555556
74,1331,0.05263158
74,1308,0.05263158
74,1263,0.05263158
74,1248,0.05263158
74,1208,0.05263158
74,1118,0.05263158
74,1071,0.05263158
74,874,0.05263158
74,763,0.05263158
74,718,0.05263158
74,540,0.05263158
74,507,0.05263158
74,425,0.05263158
74,302,0.05263158
74,283,0.05263158
74,205,0.05263158
74,98,0.05263158
74,52,0.05263158
74,26,0.05263158
75,1393,0.05263158
75,1389,0.05263158
75,1374,0.05263158
75,1348,0.05263158
75,1328,0.05263158
75,1234,0.05263158
75,1075,0.05263158
75,1016,0.05263158
75,882,0.05263158
75,805,0.05263158
75,502,0.05263158
75,474,0.05263158
75,472,0.05263158
75,458,0.05263158
75,398,0.05263158
75,153,0.05263158
75,58,0.05263158
75,51,0.05263158
75,4,0.05263158
76,1397,0.04347826
76,1394,0.04347826
76,1353,0.04347826
76,1305,0.04347826
76,1283,0.04347826
76,1201,0.04347826
76,1177,0.04347826
76,1174,0.04347826
76,1131,0.04347826
76,1083,0.04347826
76,1071,0.04347826
76,969,0.04347826
76,814,0.04347826
76,812,0.04347826
76,803,0.04347826
76,778,0.04347826
76,715,0.04347826
76,540,0.04347826
76,507,0.04347826
76,151,0.04347826
76,61,0.04347826
